date,close,asset,ticker_used
2024-01-05,73.80999755859375,crude,CL=F
2024-01-08,70.7699966430664,crude,CL=F
2024-01-09,72.23999786376953,crude,CL=F
2024-01-10,71.37000274658203,crude,CL=F
2024-01-11,72.0199966430664,crude,CL=F
2024-01-12,72.68000030517578,crude,CL=F
2024-01-16,72.4000015258789,crude,CL=F
2024-01-17,72.55999755859375,crude,CL=F
2024-01-18,74.08000183105469,crude,CL=F
2024-01-19,73.41000366210938,crude,CL=F
2024-01-22,75.19000244140625,crude,CL=F
2024-01-23,74.37000274658203,crude,CL=F
2024-01-24,75.08999633789062,crude,CL=F
2024-01-25,77.36000061035156,crude,CL=F
2024-01-26,78.01000213623047,crude,CL=F
2024-01-29,76.77999877929688,crude,CL=F
2024-01-30,77.81999969482422,crude,CL=F
2024-01-31,75.8499984741211,crude,CL=F
2024-02-01,73.81999969482422,crude,CL=F
2024-02-02,72.27999877929688,crude,CL=F
2024-02-05,72.77999877929688,crude,CL=F
2024-02-06,73.30999755859375,crude,CL=F
2024-02-07,73.86000061035156,crude,CL=F
2024-02-08,76.22000122070312,crude,CL=F
2024-02-09,76.83999633789062,crude,CL=F
2024-02-12,76.91999816894531,crude,CL=F
2024-02-13,77.87000274658203,crude,CL=F
2024-02-14,76.63999938964844,crude,CL=F
2024-02-15,78.02999877929688,crude,CL=F
2024-02-16,79.19000244140625,crude,CL=F
2024-02-20,78.18000030517578,crude,CL=F
2024-02-21,77.91000366210938,crude,CL=F
2024-02-22,78.61000061035156,crude,CL=F
2024-02-23,76.48999786376953,crude,CL=F
2024-02-26,77.58000183105469,crude,CL=F
2024-02-27,78.87000274658203,crude,CL=F
2024-02-28,78.54000091552734,crude,CL=F
2024-02-29,78.26000213623047,crude,CL=F
2024-03-01,79.97000122070312,crude,CL=F
2024-03-04,78.73999786376953,crude,CL=F
2024-03-05,78.1500015258789,crude,CL=F
2024-03-06,79.12999725341797,crude,CL=F
2024-03-07,78.93000030517578,crude,CL=F
2024-03-08,78.01000213623047,crude,CL=F
2024-03-11,77.93000030517578,crude,CL=F
2024-03-12,77.55999755859375,crude,CL=F
2024-03-13,79.72000122070312,crude,CL=F
2024-03-14,81.26000213623047,crude,CL=F
2024-03-15,81.04000091552734,crude,CL=F
2024-03-18,82.72000122070312,crude,CL=F
2024-03-19,83.47000122070312,crude,CL=F
2024-03-20,81.68000030517578,crude,CL=F
2024-03-21,81.06999969482422,crude,CL=F
2024-03-22,80.62999725341797,crude,CL=F
2024-03-25,81.94999694824219,crude,CL=F
2024-03-26,81.62000274658203,crude,CL=F
2024-03-27,81.3499984741211,crude,CL=F
2024-03-28,83.16999816894531,crude,CL=F
2024-04-01,83.70999908447266,crude,CL=F
2024-04-02,85.1500015258789,crude,CL=F
2024-04-03,85.43000030517578,crude,CL=F
2024-04-04,86.58999633789062,crude,CL=F
2024-04-05,86.91000366210938,crude,CL=F
2024-04-08,86.43000030517578,crude,CL=F
2024-04-09,85.2300033569336,crude,CL=F
2024-04-10,86.20999908447266,crude,CL=F
2024-04-11,85.0199966430664,crude,CL=F
2024-04-12,85.66000366210938,crude,CL=F
2024-04-15,85.41000366210938,crude,CL=F
2024-04-16,85.36000061035156,crude,CL=F
2024-04-17,82.69000244140625,crude,CL=F
2024-04-18,82.7300033569336,crude,CL=F
2024-04-19,83.13999938964844,crude,CL=F
2024-04-22,82.8499984741211,crude,CL=F
2024-04-23,83.36000061035156,crude,CL=F
2024-04-24,82.80999755859375,crude,CL=F
2024-04-25,83.56999969482422,crude,CL=F
2024-04-26,83.8499984741211,crude,CL=F
2024-04-29,82.62999725341797,crude,CL=F
2024-04-30,81.93000030517578,crude,CL=F
2024-05-01,79.0,crude,CL=F
2024-05-02,78.94999694824219,crude,CL=F
2024-05-03,78.11000061035156,crude,CL=F
2024-05-06,78.4800033569336,crude,CL=F
2024-05-07,78.37999725341797,crude,CL=F
2024-05-08,78.98999786376953,crude,CL=F
2024-05-09,79.26000213623047,crude,CL=F
2024-05-10,78.26000213623047,crude,CL=F
2024-05-13,79.12000274658203,crude,CL=F
2024-05-14,78.0199966430664,crude,CL=F
2024-05-15,78.62999725341797,crude,CL=F
2024-05-16,79.2300033569336,crude,CL=F
2024-05-17,80.05999755859375,crude,CL=F
2024-05-20,79.80000305175781,crude,CL=F
2024-05-21,79.26000213623047,crude,CL=F
2024-05-22,77.56999969482422,crude,CL=F
2024-05-23,76.87000274658203,crude,CL=F
2024-05-24,77.72000122070312,crude,CL=F
2024-05-28,79.83000183105469,crude,CL=F
2024-05-29,79.2300033569336,crude,CL=F
2024-05-30,77.91000366210938,crude,CL=F
2024-05-31,76.98999786376953,crude,CL=F
2024-06-03,74.22000122070312,crude,CL=F
2024-06-04,73.25,crude,CL=F
2024-06-05,74.06999969482422,crude,CL=F
2024-06-06,75.55000305175781,crude,CL=F
2024-06-07,75.52999877929688,crude,CL=F
2024-06-10,77.73999786376953,crude,CL=F
2024-06-11,77.9000015258789,crude,CL=F
2024-06-12,78.5,crude,CL=F
2024-06-13,78.62000274658203,crude,CL=F
2024-06-14,78.44999694824219,crude,CL=F
2024-06-17,80.33000183105469,crude,CL=F
2024-06-18,81.56999969482422,crude,CL=F
2024-06-20,82.16999816894531,crude,CL=F
2024-06-21,80.7300033569336,crude,CL=F
2023-01-03,1839.699951171875,gold,GC=F
2023-01-04,1852.800048828125,gold,GC=F
2023-01-05,1834.800048828125,gold,GC=F
2023-01-06,1864.199951171875,gold,GC=F
2023-01-09,1872.699951171875,gold,GC=F
2023-01-10,1871.5999755859375,gold,GC=F
2023-01-11,1874.5999755859375,gold,GC=F
2023-01-12,1895.5,gold,GC=F
2023-01-13,1918.4000244140625,gold,GC=F
2023-01-17,1907.199951171875,gold,GC=F
2023-01-18,1904.4000244140625,gold,GC=F
2023-01-19,1922.0999755859375,gold,GC=F
2023-01-20,1926.4000244140625,gold,GC=F
2023-01-23,1927.0999755859375,gold,GC=F
2023-01-24,1933.9000244140625,gold,GC=F
2023-01-25,1941.199951171875,gold,GC=F
2023-01-26,1929.0999755859375,gold,GC=F
2023-01-27,1928.5999755859375,gold,GC=F
2023-01-30,1922.9000244140625,gold,GC=F
2023-01-31,1929.5,gold,GC=F
2023-02-01,1927.800048828125,gold,GC=F
2023-02-02,1916.300048828125,gold,GC=F
2023-02-03,1862.9000244140625,gold,GC=F
2023-02-06,1866.199951171875,gold,GC=F
2023-02-07,1871.699951171875,gold,GC=F
2023-02-08,1877.4000244140625,gold,GC=F
2023-02-09,1866.199951171875,gold,GC=F
2023-02-10,1862.800048828125,gold,GC=F
2023-02-13,1851.9000244140625,gold,GC=F
2023-02-14,1854.0,gold,GC=F
2023-02-15,1834.199951171875,gold,GC=F
2023-02-16,1842.0,gold,GC=F
2023-02-17,1840.4000244140625,gold,GC=F
2023-02-21,1833.0,gold,GC=F
2023-02-22,1832.0,gold,GC=F
2023-02-23,1818.0,gold,GC=F
2023-02-24,1808.800048828125,gold,GC=F
2023-02-27,1817.0,gold,GC=F
2023-02-28,1828.9000244140625,gold,GC=F
2023-03-01,1837.699951171875,gold,GC=F
2023-03-02,1833.5,gold,GC=F
2023-03-03,1847.699951171875,gold,GC=F
2023-03-06,1847.9000244140625,gold,GC=F
2023-03-07,1813.9000244140625,gold,GC=F
2023-03-08,1812.699951171875,gold,GC=F
2023-03-09,1829.300048828125,gold,GC=F
2023-03-10,1862.0,gold,GC=F
2023-03-13,1911.699951171875,gold,GC=F
2023-03-14,1906.199951171875,gold,GC=F
2023-03-15,1926.5999755859375,gold,GC=F
2023-03-16,1919.0,gold,GC=F
2023-03-17,1969.800048828125,gold,GC=F
2023-03-20,1979.199951171875,gold,GC=F
2023-03-21,1938.0,gold,GC=F
2023-03-22,1946.800048828125,gold,GC=F
2023-03-23,1993.800048828125,gold,GC=F
2023-03-24,1982.0999755859375,gold,GC=F
2023-03-27,1952.4000244140625,gold,GC=F
2023-03-28,1972.4000244140625,gold,GC=F
2023-03-29,1966.0999755859375,gold,GC=F
2023-03-30,1980.300048828125,gold,GC=F
2023-03-31,1969.0,gold,GC=F
2023-04-03,1983.9000244140625,gold,GC=F
2023-04-04,2022.199951171875,gold,GC=F
2023-04-05,2020.9000244140625,gold,GC=F
2023-04-06,2011.9000244140625,gold,GC=F
2023-04-10,1989.0999755859375,gold,GC=F
2023-04-11,2004.800048828125,gold,GC=F
2023-04-12,2010.9000244140625,gold,GC=F
2023-04-13,2041.300048828125,gold,GC=F
2023-04-14,2002.199951171875,gold,GC=F
2023-04-17,1994.199951171875,gold,GC=F
2023-04-18,2007.4000244140625,gold,GC=F
2023-04-19,1995.199951171875,gold,GC=F
2023-04-20,2007.5999755859375,gold,GC=F
2023-04-21,1979.5,gold,GC=F
2023-04-24,1989.0999755859375,gold,GC=F
2023-04-25,1994.0,gold,GC=F
2023-04-26,1985.699951171875,gold,GC=F
2023-04-27,1989.9000244140625,gold,GC=F
2023-04-28,1990.0999755859375,gold,GC=F
2023-05-01,1983.4000244140625,gold,GC=F
2023-05-02,2014.300048828125,gold,GC=F
2023-05-03,2028.5999755859375,gold,GC=F
2023-05-04,2048.0,gold,GC=F
2023-05-05,2017.4000244140625,gold,GC=F
2023-05-08,2026.300048828125,gold,GC=F
2023-05-09,2036.199951171875,gold,GC=F
2023-05-10,2030.5,gold,GC=F
2023-05-11,2014.699951171875,gold,GC=F
2023-05-12,2014.5,gold,GC=F
2023-05-15,2018.0,gold,GC=F
2023-05-16,1988.4000244140625,gold,GC=F
2023-05-17,1980.699951171875,gold,GC=F
2023-05-18,1956.5,gold,GC=F
2023-05-19,1978.699951171875,gold,GC=F
2023-05-22,1974.800048828125,gold,GC=F
2023-05-23,1972.4000244140625,gold,GC=F
2023-05-24,1962.800048828125,gold,GC=F
2023-05-25,1943.0999755859375,gold,GC=F
2023-05-26,1944.0999755859375,gold,GC=F
2023-05-30,1958.0,gold,GC=F
2023-05-31,1963.9000244140625,gold,GC=F
2023-06-01,1978.0,gold,GC=F
2023-06-02,1952.4000244140625,gold,GC=F
2023-06-05,1958.0,gold,GC=F
2023-06-06,1965.5,gold,GC=F
2023-06-07,1942.699951171875,gold,GC=F
2023-06-08,1963.5999755859375,gold,GC=F
2023-06-09,1962.199951171875,gold,GC=F
2023-06-12,1955.300048828125,gold,GC=F
2023-06-13,1944.5999755859375,gold,GC=F
2023-06-14,1955.300048828125,gold,GC=F
2023-06-15,1957.800048828125,gold,GC=F
2023-06-16,1958.4000244140625,gold,GC=F
2023-06-20,1935.5,gold,GC=F
2023-06-21,1933.300048828125,gold,GC=F
2023-06-22,1912.699951171875,gold,GC=F
2023-06-23,1919.0999755859375,gold,GC=F
2023-06-26,1923.699951171875,gold,GC=F
2023-06-27,1914.0,gold,GC=F
2023-06-28,1912.300048828125,gold,GC=F
2023-06-29,1909.199951171875,gold,GC=F
2023-06-30,1921.0999755859375,gold,GC=F
2023-07-03,1921.699951171875,gold,GC=F
2023-07-05,1919.5999755859375,gold,GC=F
2023-07-06,1908.699951171875,gold,GC=F
2023-07-07,1926.199951171875,gold,GC=F
2023-07-10,1925.0,gold,GC=F
2023-07-11,1931.300048828125,gold,GC=F
2023-07-12,1956.199951171875,gold,GC=F
2023-07-13,1959.199951171875,gold,GC=F
2023-07-14,1960.0999755859375,gold,GC=F
2023-07-17,1952.4000244140625,gold,GC=F
2023-07-18,1977.199951171875,gold,GC=F
2023-07-19,1977.5,gold,GC=F
2023-07-20,1968.300048828125,gold,GC=F
2023-07-21,1964.300048828125,gold,GC=F
2023-07-24,1960.300048828125,gold,GC=F
2023-07-25,1962.0999755859375,gold,GC=F
2023-07-26,1968.9000244140625,gold,GC=F
2023-07-27,1945.4000244140625,gold,GC=F
2023-07-28,1960.4000244140625,gold,GC=F
2023-07-31,1970.5,gold,GC=F
2023-08-01,1940.699951171875,gold,GC=F
2023-08-02,1937.4000244140625,gold,GC=F
2023-08-03,1932.0,gold,GC=F
2023-08-04,1939.5999755859375,gold,GC=F
2023-08-07,1933.5,gold,GC=F
2023-08-08,1924.0999755859375,gold,GC=F
2023-08-09,1915.4000244140625,gold,GC=F
2023-08-10,1914.4000244140625,gold,GC=F
2023-08-11,1912.9000244140625,gold,GC=F
2023-08-14,1910.5999755859375,gold,GC=F
2023-08-15,1902.5,gold,GC=F
2023-08-16,1896.0999755859375,gold,GC=F
2023-08-17,1884.0999755859375,gold,GC=F
2023-08-18,1886.0999755859375,gold,GC=F
2023-08-21,1893.300048828125,gold,GC=F
2023-08-22,1896.4000244140625,gold,GC=F
2023-08-23,1918.5,gold,GC=F
2023-08-24,1918.199951171875,gold,GC=F
2023-08-25,1911.0999755859375,gold,GC=F
2023-08-28,1917.9000244140625,gold,GC=F
2023-08-29,1936.5,gold,GC=F
2023-08-30,1944.300048828125,gold,GC=F
2023-08-31,1938.199951171875,gold,GC=F
2023-09-01,1939.800048828125,gold,GC=F
2023-09-05,1926.199951171875,gold,GC=F
2023-09-06,1918.0999755859375,gold,GC=F
2023-09-07,1917.5,gold,GC=F
2023-09-08,1918.4000244140625,gold,GC=F
2023-09-11,1923.300048828125,gold,GC=F
2023-09-12,1911.300048828125,gold,GC=F
2023-09-13,1909.0999755859375,gold,GC=F
2023-09-14,1910.0,gold,GC=F
2023-09-15,1923.699951171875,gold,GC=F
2023-09-18,1931.5,gold,GC=F
2023-09-19,1932.0,gold,GC=F
2023-09-20,1945.5999755859375,gold,GC=F
2023-09-21,1919.199951171875,gold,GC=F
2023-09-22,1925.4000244140625,gold,GC=F
2023-09-25,1916.5999755859375,gold,GC=F
2023-09-26,1900.4000244140625,gold,GC=F
2023-09-27,1871.5999755859375,gold,GC=F
2023-09-28,1860.4000244140625,gold,GC=F
2023-09-29,1848.0999755859375,gold,GC=F
2023-10-02,1830.0,gold,GC=F
2023-10-03,1824.5999755859375,gold,GC=F
2023-10-04,1818.5,gold,GC=F
2023-10-05,1816.5999755859375,gold,GC=F
2023-10-06,1830.199951171875,gold,GC=F
2023-10-09,1849.5,gold,GC=F
2023-10-10,1861.0,gold,GC=F
2023-10-11,1872.800048828125,gold,GC=F
2023-10-12,1869.300048828125,gold,GC=F
2023-10-13,1927.4000244140625,gold,GC=F
2023-10-16,1921.0999755859375,gold,GC=F
2023-10-17,1922.699951171875,gold,GC=F
2023-10-18,1955.300048828125,gold,GC=F
2023-10-19,1968.4000244140625,gold,GC=F
2023-10-20,1982.5,gold,GC=F
2023-10-23,1976.300048828125,gold,GC=F
2023-10-24,1975.0,gold,GC=F
2023-10-25,1984.0999755859375,gold,GC=F
2023-10-26,1987.199951171875,gold,GC=F
2023-10-27,1988.5999755859375,gold,GC=F
2023-10-30,1996.199951171875,gold,GC=F
2023-10-31,1985.199951171875,gold,GC=F
2023-11-01,1978.800048828125,gold,GC=F
2023-11-02,1985.5999755859375,gold,GC=F
2023-11-03,1991.5,gold,GC=F
2023-11-06,1981.5999755859375,gold,GC=F
2023-11-07,1966.800048828125,gold,GC=F
2023-11-08,1951.5,gold,GC=F
2023-11-09,1964.199951171875,gold,GC=F
2023-11-10,1932.5999755859375,gold,GC=F
2023-11-13,1945.5,gold,GC=F
2023-11-14,1961.800048828125,gold,GC=F
2023-11-15,1960.0999755859375,gold,GC=F
2023-11-16,1983.9000244140625,gold,GC=F
2023-11-17,1981.5999755859375,gold,GC=F
2023-11-20,1977.699951171875,gold,GC=F
2023-11-21,1999.300048828125,gold,GC=F
2023-11-22,1991.4000244140625,gold,GC=F
2023-11-24,2002.199951171875,gold,GC=F
2023-11-27,2011.800048828125,gold,GC=F
2023-11-28,2039.699951171875,gold,GC=F
2023-11-29,2047.0999755859375,gold,GC=F
2023-11-30,2038.0999755859375,gold,GC=F
2023-12-01,2071.0,gold,GC=F
2023-12-04,2024.0999755859375,gold,GC=F
2023-12-05,2018.5,gold,GC=F
2023-12-06,2030.5,gold,GC=F
2023-12-07,2029.9000244140625,gold,GC=F
2023-12-08,1998.300048828125,gold,GC=F
2023-12-11,1978.0,gold,GC=F
2023-12-12,1977.800048828125,gold,GC=F
2023-12-13,1982.300048828125,gold,GC=F
2023-12-14,2030.199951171875,gold,GC=F
2023-12-15,2021.0999755859375,gold,GC=F
2023-12-18,2026.300048828125,gold,GC=F
2023-12-19,2038.4000244140625,gold,GC=F
2023-12-20,2034.5,gold,GC=F
2023-12-21,2039.0999755859375,gold,GC=F
2023-12-22,2057.10009765625,gold,GC=F
2023-12-26,2058.199951171875,gold,GC=F
2023-12-27,2081.89990234375,gold,GC=F
2023-12-28,2073.89990234375,gold,GC=F
2023-12-29,2062.39990234375,gold,GC=F
2024-01-02,2064.39990234375,gold,GC=F
2024-01-03,2034.199951171875,gold,GC=F
2024-01-04,2042.300048828125,gold,GC=F
2024-01-05,2042.4000244140625,gold,GC=F
2024-01-08,2026.5999755859375,gold,GC=F
2024-01-09,2026.4000244140625,gold,GC=F
2024-01-10,2021.699951171875,gold,GC=F
2024-01-11,2014.300048828125,gold,GC=F
2024-01-12,2046.699951171875,gold,GC=F
2024-01-16,2026.0,gold,GC=F
2024-01-17,2002.5999755859375,gold,GC=F
2024-01-18,2018.5999755859375,gold,GC=F
2024-01-19,2026.5,gold,GC=F
2024-01-22,2019.800048828125,gold,GC=F
2024-01-23,2023.699951171875,gold,GC=F
2024-01-24,2013.9000244140625,gold,GC=F
2024-01-25,2016.9000244140625,gold,GC=F
2024-01-26,2016.800048828125,gold,GC=F
2024-01-29,2025.199951171875,gold,GC=F
2024-01-30,2031.5,gold,GC=F
2024-01-31,2048.39990234375,gold,GC=F
2024-02-01,2053.0,gold,GC=F
2024-02-02,2036.0999755859375,gold,GC=F
2024-02-05,2025.699951171875,gold,GC=F
2024-02-06,2034.5,gold,GC=F
2024-02-07,2035.199951171875,gold,GC=F
2024-02-08,2032.199951171875,gold,GC=F
2024-02-09,2023.300048828125,gold,GC=F
2024-02-12,2018.199951171875,gold,GC=F
2024-02-13,1992.9000244140625,gold,GC=F
2024-02-14,1990.300048828125,gold,GC=F
2024-02-15,2002.0999755859375,gold,GC=F
2024-02-16,2011.5,gold,GC=F
2024-02-20,2027.5,gold,GC=F
2024-02-21,2022.300048828125,gold,GC=F
2024-02-22,2019.699951171875,gold,GC=F
2024-02-23,2038.5999755859375,gold,GC=F
2024-02-26,2028.5,gold,GC=F
2024-02-27,2034.0,gold,GC=F
2024-02-28,2033.0,gold,GC=F
2024-02-29,2045.699951171875,gold,GC=F
2024-03-01,2086.89990234375,gold,GC=F
2024-03-04,2117.699951171875,gold,GC=F
2024-03-05,2133.5,gold,GC=F
2024-03-06,2150.300048828125,gold,GC=F
2024-03-07,2158.0,gold,GC=F
2024-03-08,2178.60009765625,gold,GC=F
2024-03-11,2182.5,gold,GC=F
2024-03-12,2160.39990234375,gold,GC=F
2024-03-13,2175.39990234375,gold,GC=F
2024-03-14,2163.0,gold,GC=F
2024-03-15,2157.300048828125,gold,GC=F
2024-03-18,2160.699951171875,gold,GC=F
2024-03-19,2156.300048828125,gold,GC=F
2024-03-20,2157.89990234375,gold,GC=F
2024-03-21,2182.39990234375,gold,GC=F
2024-03-22,2158.10009765625,gold,GC=F
2024-03-25,2174.800048828125,gold,GC=F
2024-03-26,2175.60009765625,gold,GC=F
2024-03-27,2190.60009765625,gold,GC=F
2024-03-28,2217.39990234375,gold,GC=F
2024-04-01,2236.5,gold,GC=F
2024-04-02,2261.0,gold,GC=F
2024-04-03,2294.39990234375,gold,GC=F
2024-04-04,2288.800048828125,gold,GC=F
2024-04-05,2325.699951171875,gold,GC=F
2024-04-08,2331.699951171875,gold,GC=F
2024-04-09,2343.5,gold,GC=F
2024-04-10,2329.60009765625,gold,GC=F
2024-04-11,2354.800048828125,gold,GC=F
2024-04-12,2356.199951171875,gold,GC=F
2024-04-15,2365.800048828125,gold,GC=F
2024-04-16,2390.800048828125,gold,GC=F
2024-04-17,2371.699951171875,gold,GC=F
2024-04-18,2382.300048828125,gold,GC=F
2024-04-19,2398.39990234375,gold,GC=F
2024-04-22,2332.199951171875,gold,GC=F
2024-04-23,2327.699951171875,gold,GC=F
2024-04-24,2324.5,gold,GC=F
2024-04-25,2329.800048828125,gold,GC=F
2024-04-26,2334.800048828125,gold,GC=F
2024-04-29,2345.39990234375,gold,GC=F
2024-04-30,2291.39990234375,gold,GC=F
2024-05-01,2299.89990234375,gold,GC=F
2024-05-02,2299.199951171875,gold,GC=F
2024-05-03,2299.0,gold,GC=F
2024-05-06,2321.60009765625,gold,GC=F
2024-05-07,2315.199951171875,gold,GC=F
2024-05-08,2313.60009765625,gold,GC=F
2024-05-09,2332.10009765625,gold,GC=F
2024-05-10,2367.300048828125,gold,GC=F
2024-05-13,2336.10009765625,gold,GC=F
2024-05-14,2353.39990234375,gold,GC=F
2024-05-15,2388.699951171875,gold,GC=F
2024-05-16,2380.0,gold,GC=F
2024-05-17,2412.199951171875,gold,GC=F
2024-05-20,2433.89990234375,gold,GC=F
2024-05-21,2421.699951171875,gold,GC=F
2024-05-22,2389.199951171875,gold,GC=F
2024-05-23,2335.0,gold,GC=F
2024-05-24,2332.5,gold,GC=F
2024-05-28,2355.199951171875,gold,GC=F
2024-05-29,2340.300048828125,gold,GC=F
2024-05-30,2342.89990234375,gold,GC=F
2024-05-31,2322.89990234375,gold,GC=F
2024-06-03,2346.60009765625,gold,GC=F
2024-06-04,2325.5,gold,GC=F
2024-06-05,2354.10009765625,gold,GC=F
2024-06-06,2370.300048828125,gold,GC=F
2024-06-07,2305.199951171875,gold,GC=F
2024-06-10,2307.699951171875,gold,GC=F
2024-06-11,2307.5,gold,GC=F
2024-06-12,2336.0,gold,GC=F
2024-06-13,2300.199951171875,gold,GC=F
2024-06-14,2331.39990234375,gold,GC=F
2024-06-17,2312.39990234375,gold,GC=F
2024-06-18,2330.39990234375,gold,GC=F
2024-06-20,2353.800048828125,gold,GC=F
2024-06-21,2316.39990234375,gold,GC=F
